index,rdate,rid,hid,class,distance,jname,tname,exweight,bardraw,rating,horseweight,rank,finishm,win_t5,place_t5,ind_win,ind_pla,velocity,straight,width,humidity
110487,2019-11-03,1,9,31.560311284046694,1200,6.655440350367647,8.356789669923213,120.0,7.0,27.0,1134.0,2,6984.0,22.0,6.8,0,1,1718.213058419244,430,18.3,2.75
110488,2019-11-03,1,10,31.560311284046694,1200,7.384610383176974,8.744647438317532,119.0,5.0,26.0,1045.0,4,7006.0,15.0,4.7,0,0,1712.8175849272052,430,18.3,2.75
110489,2019-11-03,1,11,31.560311284046694,1200,8.227375506834035,7.820037989458753,116.0,1.0,22.0,1187.0,1,6980.0,5.1,1.8,1,1,1719.1977077363897,430,18.3,2.75
110490,2019-11-03,1,12,31.560311284046694,1200,8.335431477880796,8.558718938244736,114.0,9.0,21.0,1109.0,9,7041.0,12.0,4.5,0,0,1704.303365999148,430,18.3,2.75
110491,2019-11-03,2,1,51.20929941722318,1000,8.035602692918582,8.262300941787448,133.0,5.0,60.0,1125.0,1,5632.0,9.8,2.4,1,1,1775.5681818181818,430,18.3,2.75
110492,2019-11-03,2,2,51.20929941722318,1000,0.0,0.0,129.0,9.0,56.0,1125.0,4,5694.0,4.5,1.5,0,0,1756.2346329469617,430,18.3,2.75
110493,2019-11-03,2,3,51.20929941722318,1000,8.227375506834035,4.77912349311153,128.0,11.0,55.0,1068.0,11,5749.0,19.0,4.0,0,0,1739.4329448599756,430,18.3,2.75
110494,2019-11-03,2,4,51.20929941722318,1000,8.046869510959576,8.740016691519521,125.0,2.0,52.0,1131.0,6,5709.0,14.0,3.9,0,0,1751.6202487300752,430,18.3,2.75
110495,2019-11-03,2,5,51.20929941722318,1000,7.9865049385539955,8.454466361507933,125.0,7.0,52.0,1176.0,3,5675.0,98.0,18.0,0,1,1762.1145374449338,430,18.3,2.75
110496,2019-11-03,2,6,51.20929941722318,1000,8.703008637464448,8.417372856134026,125.0,14.0,52.0,1110.0,2,5642.0,1.8,1.1,0,1,1772.421127259837,430,18.3,2.75
110497,2019-11-03,2,7,51.20929941722318,1000,8.478244441277663,7.889084407035514,125.0,10.0,52.0,1175.0,5,5700.0,41.0,7.2,0,0,1754.3859649122808,430,18.3,2.75
110498,2019-11-03,2,8,51.20929941722318,1000,8.00836557031292,8.356789669923213,125.0,13.0,52.0,1120.0,9,5744.0,86.0,12.0,0,0,1740.9470752089137,430,18.3,2.75
110499,2019-11-03,2,9,51.20929941722318,1000,7.239214973779806,8.724207360800564,125.0,12.0,52.0,1008.0,14,5814.0,99.0,24.0,0,0,1719.986240110079,430,18.3,2.75
110500,2019-11-03,2,10,51.20929941722318,1000,6.63200177739563,8.297294370266917,123.0,8.0,50.0,1131.0,12,5804.0,36.0,7.7,0,0,1722.9496898690559,430,18.3,2.75
110501,2019-11-03,2,11,51.20929941722318,1000,0.0,8.363575702750637,122.0,1.0,49.0,1075.0,7,5724.0,20.0,4.6,0,0,1747.0300489168415,430,18.3,2.75
110502,2019-11-03,2,12,51.20929941722318,1000,7.384610383176974,8.735364401103888,119.0,6.0,46.0,1118.0,13,5810.0,16.0,3.2,0,0,1721.170395869191,430,18.3,2.75
110503,2019-11-03,2,13,51.20929941722318,1000,8.331827004436057,7.628517626575055,116.0,4.0,43.0,1061.0,8,5744.0,49.0,8.9,0,0,1740.9470752089137,430,18.3,2.75
110504,2019-11-03,2,14,51.20929941722318,1000,8.335431477880796,8.558718938244736,115.0,3.0,42.0,1120.0,10,5745.0,59.0,11.0,0,0,1740.644038294169,430,18.3,2.75
110505,2019-11-03,3,1,51.20929941722318,1200,5.111987788356544,8.724207360800564,130.0,5.0,53.0,1005.0,1,6911.0,6.3,2.0,1,1,1736.3623209376356,430,18.3,2.75
110506,2019-11-03,3,2,51.20929941722318,1200,8.046869510959576,7.628517626575055,130.0,12.0,53.0,1117.0,9,7026.0,2.8,1.6,0,0,1707.9419299743809,430,18.3,2.75
110507,2019-11-03,3,3,51.20929941722318,1200,8.035602692918582,8.417372856134026,129.0,6.0,52.0,1127.0,5,6969.0,10.0,2.4,0,0,1721.9113215669393,430,18.3,2.75
